alumni_career_titles,alumni_info,awards,contact_email,department,dept_news_links,lab_culture,lab_website,last_updated,linkedin_profiles,mentorship_info,num_alumni,num_students,pi_name,publication_abstracts,publication_dates,publication_links,publications,research_summary,scraped_excerpts,social_media_posts,source_url,title_position
RFIC Designer; Senior IC Designer,"D. Kumar (PhD 2019, Qualcomm); N. Rossi (PhD 2017, Broadcom)",IEEE Fellow (2018),hpetrova@ncsu.edu,ECE,https://ece.ncsu.edu/news/petrova-ieee-fellow-feature,hardware lab; silicon‑proven; publication‑driven,https://petrova-rfic.ncsu.edu,2025-09-05,https://linkedin.com/in/helenapetrova,Senior–junior co-advising; conference writing workshops.,30,13,Dr. Helena Petrova,P1: 8x8 beamformer with dual pol.; P2: Fractional‑N PLL using noise‑shaping.; P3: LNA achieves 1.2 dB NF.,2025; 2023; 2022,https://doi.org/10.0000/ece.petrova.2025a; https://doi.org/10.0000/ece.petrova.2023b; https://doi.org/10.0000/ece.petrova.2022c,Dual-Polarized 28 GHz Beamformer; Low-Jitter Fractional-N PLL; Wideband LNAs for 6G,"RFIC and mmWave front‑ends for 5G/6G, including beamformers and low‑phase‑noise PLLs.","[Research Tab] Beamformers, PLLs, LNAs. (Source: https://petrova-rfic.ncsu.edu/research)",https://twitter.com/PetrovaRFIC/status/17100010,https://www.ece.ncsu.edu/people/petrova,Professor
Applied Scientist; Researcher,"W. Huang (MS 2023, AWS); S. Iyer (PhD 2021, Microsoft Research)",NSF CAREER (2018); Google Research Scholar (2023),jcarter@ncsu.edu,ECE,https://ece.ncsu.edu/news/carter-federated-learning-award,collaborative; systems+theory blend,https://carter-edgeai.ncsu.edu,2025-09-05,https://linkedin.com/in/jamalcarter,Open-source-first; weekly reading groups; reproducibility checks.,17,10,Dr. Jamal Carter,P1: Dropout‑style gradient compression.; P2: Privacy with accuracy tradeoffs.; P3: Scheduler for heterogeneous clients.,2025; 2024; 2023,https://doi.org/10.0000/ece.carter.2025a; https://doi.org/10.0000/ece.carter.2024b; https://doi.org/10.0000/ece.carter.2023c,FedDrop: Communication-Efficient FL; Differential Privacy for Edge Models; Scheduling for Heterogeneous Edge Devices,Edge AI systems and federated learning under communication and privacy constraints.,"[Research Tab] Federated learning, privacy, scheduling. (Source: https://carter-edgeai.ncsu.edu/research)",https://twitter.com/CarterEdgeAI/status/17110011,https://www.ece.ncsu.edu/people/carter,Associate Professor
Power Systems Engineer; Research Engineer,"B. Thomas (MS 2024, Siemens); H. Allen (PhD 2021, NREL)",DOE Early Career (2024),sduarte@ncsu.edu,ECE,https://ece.ncsu.edu/news/duarte-microgrids-feature,grid‑focused; modeling+hardware‑in‑loop,https://duarte-power.ncsu.edu,2025-09-05,https://linkedin.com/in/sofiaduarte,Weekly lab meetings; shared experimental protocols; safety-first training.,8,7,Dr. Sofia Duarte,P1: Adaptive droop for load sharing.; P2: Control under cyber attacks.; P3: Small‑signal stability analysis.,2025; 2024; 2022,https://doi.org/10.0000/ece.duarte.2025a; https://doi.org/10.0000/ece.duarte.2024b; https://doi.org/10.0000/ece.duarte.2022c,Adaptive Droop for Microgrids; Cyber-Resilient Inverter Control; Stability of Inverter-Dominated Grids,Power systems and microgrids with inverter‑based resources and cyber‑resilient control.,"[Research Tab] Microgrids, inverter control, stability. (Source: https://duarte-power.ncsu.edu/research)",https://twitter.com/DuartePowerLab/status/17120012,https://www.ece.ncsu.edu/people/duarte,Assistant Professor
Data Scientist; Machine Learning Engineer,"C. Diaz (PhD 2020, Abbott); F. Romero (MS 2019, Apple)",IEEE Fellow (2020),gpark@ncsu.edu,ECE,https://ece.ncsu.edu/news/park-biosignal-grant,health‑tech; translational; IRB‑aware,https://park-biosignal.ncsu.edu,2025-09-05,https://linkedin.com/in/gideonpark,Peer mentoring cohorts; conference prep bootcamps.,24,12,Dr. Gideon Park,P1: Transformer-based filtering.; P2: Low‑power seizure detection.; P3: Fusion improves F1 by 8%.,2025; 2024; 2023,https://doi.org/10.0000/ece.park.2025a; https://doi.org/10.0000/ece.park.2024b; https://doi.org/10.0000/ece.park.2023c,Robust ECG Denoising with Transformers; EEG Seizure Detection On‑Device; Multi‑Modal Biosignal Fusion,"Signal processing for biomedical applications, including wearable ECG/EEG and noise‑robust inference.","[Research Tab] Wearable biosignals, robust inference. (Source: https://park-biosignal.ncsu.edu/research)",https://twitter.com/ParkBioSignal/status/17130013,https://www.ece.ncsu.edu/people/park,Professor
Firmware Engineer; Robotics Engineer,"M. Alvarez (MS 2024, Skydio); M. Chen (BS 2022, Lockheed Martin)",NSF CAREER (2022),abose@ncsu.edu,ECE,https://ece.ncsu.edu/news/bose-rtos-autonomy,real‑time; field‑testing; hands‑on,https://bose-embedded.ncsu.edu,2025-09-05,https://linkedin.com/in/ananyabose,Individual research roadmaps; shared datasets; frequent feedback.,12,9,Dr. Ananya Bose,P1: SLAM on Cortex‑M.; P2: Scheduler for perception loops.; P3: Memory safety with zero‑copy.,2025; 2024; 2023,https://doi.org/10.0000/ece.bose.2025a; https://doi.org/10.0000/ece.bose.2024b; https://doi.org/10.0000/ece.bose.2023c,RT-SLAM on Microcontrollers; Scheduling for UAV Perception; Memory-Safe Embedded Robotics,Embedded systems with real‑time OS for UAVs and autonomous robots under tight resource budgets.,"[Research Tab] Real‑time OS, UAV autonomy. (Source: https://bose-embedded.ncsu.edu/research)",https://twitter.com/BoseEmbedded/status/17140014,https://www.ece.ncsu.edu/people/bose,Associate Professor
Silicon Design Engineer; Systems Engineer,"A. Gupta (MS 2024, AMD); N. White (BS 2023, Micron)",NSF CAREER (2025),nfeldman@ncsu.edu,ECE,https://ece.ncsu.edu/news/feldman-gnn-accelerators,compute‑heavy; performance‑driven,https://feldman-accelerators.ncsu.edu,2025-09-05,https://linkedin.com/in/noahfeldman,Weekly prototypes; design docs before experiments; reproducible pipelines.,3,6,Dr. Noah Feldman,P1: Accelerator for message passing.; P2: Compiler tiling for GNNs.; P3: Cache design for irregularity.,2025; 2024; 2023,https://doi.org/10.0000/ece.feldman.2025a; https://doi.org/10.0000/ece.feldman.2024b; https://doi.org/10.0000/ece.feldman.2023c,GNNAccel: Sparse Graph Engines; Compiler Passes for GNN Kernels; Memory Systems for Irregular Accesses,Hardware–software co‑design for graph neural networks on heterogeneous accelerators.,"[Research Tab] GNN accelerators, compilers, memory systems. (Source: https://feldman-accelerators.ncsu.edu/research)",https://twitter.com/FeldmanAccel/status/17150015,https://www.ece.ncsu.edu/people/feldman,Assistant Professor
Research Scientist; Controls Engineer,"H. Kim (PhD 2020, Toyota Research); P. Rossi (PhD 2018, Boeing)",IEEE Fellow (2017),jli@ncsu.edu,ECE,https://ece.ncsu.edu/news/li-cps-safety-award,theory+systems; safety‑critical focus,https://li-cps.ncsu.edu,2025-09-05,https://linkedin.com/in/jingli,Collaborative grants; cross‑disciplinary advising; alumni mentorship network.,29,11,Dr. Jing Li,P1: Formal verification of controllers.; P2: Runtime monitors for safety.; P3: Synthesis of schedules under constraints.,2025; 2023; 2022,https://doi.org/10.0000/ece.li.2025a; https://doi.org/10.0000/ece.li.2023b; https://doi.org/10.0000/ece.li.2022c,Verified Control for CPS; Runtime Monitors for Safety; Synthesis of Safe Schedulers,"Cyber‑physical systems with formal verification for safety‑critical applications (automotive, aerospace).","[Research Tab] Verified control, runtime monitoring. (Source: https://li-cps.ncsu.edu/research)",https://twitter.com/LiCPSLab/status/17160016,https://www.ece.ncsu.edu/people/li,Professor
Analog Design Engineer; Mixed-Signal Design Engineer,"E. Zhang (MS 2023, Texas Instruments); R. Lopez (PhD 2021, Analog Devices)",NSF CAREER (2020),malvarez@ncsu.edu,ECE,https://ece.ncsu.edu/news/alvarez-analog-award,precision‑focused; silicon‑proven,https://alvarez-analog.ncsu.edu,2025-09-05,https://linkedin.com/in/marcusalvarez,Iteration-based advising; lab Kanban; quarterly retrospectives.,16,8,Dr. Marcus Alvarez,P1: ΔΣ ADC with sub‑ppm INL.; P2: Chopper techniques for low noise.; P3: Time‑based conversion for low power.,2025; 2024; 2022,https://doi.org/10.0000/ece.alvarez.2025a; https://doi.org/10.0000/ece.alvarez.2024b; https://doi.org/10.0000/ece.alvarez.2022c,Sub-ppm Delta-Sigma ADC; Chopper-Stabilized Amplifiers; Time-Based Converters,Analog/mixed‑signal design for sensor interfaces and ultra‑low‑noise data converters.,"[Research Tab] ADCs, chopper amps, time‑based design. (Source: https://alvarez-analog.ncsu.edu/research)",https://twitter.com/AlvarezAnalog/status/17170017,https://www.ece.ncsu.edu/people/alvarez,Associate Professor
Quantum Engineer; Hardware Engineer,"J. Carter (MS 2024, IBM Quantum); T. Nguyen (BS 2023, Rigetti)",ONR Young Investigator (2023),vrossi@ncsu.edu,ECE,https://ece.ncsu.edu/news/rossi-quantum-control,cryo‑lab; precision; collaboration,https://rossi-quantum.ncsu.edu,2025-09-05,https://linkedin.com/in/valeriarossi,Weekly idea pitches; paired experiment ownership.,5,6,Dr. Valeria Rossi,P1: Cryogenic DAC design.; P2: Clocks with low jitter at cryo.; P3: Low‑noise readout chain.,2025; 2024; 2023,https://doi.org/10.0000/ece.rossi.2025a; https://doi.org/10.0000/ece.rossi.2024b; https://doi.org/10.0000/ece.rossi.2023c,Cryo-CMOS DACs for Qubit Control; Low‑Jitter Clocks at 4 K; Readout Chains for Superconducting Qubits,Quantum control electronics for superconducting qubits and cryo‑CMOS interfaces.,"[Research Tab] Cryo‑CMOS, qubit control, readout. (Source: https://rossi-quantum.ncsu.edu/research)",https://twitter.com/RossiQuantum/status/17180018,https://www.ece.ncsu.edu/people/rossi,Assistant Professor
Research Scientist; Software Engineer,"P. Rivera (PhD 2022, Google); H. Singh (MS 2023, Meta)",Google Faculty Research Award (2022),ezzhang@ncsu.edu,ECE,https://ece.ncsu.edu/news/zhang-secure-vision-award,security+vision; software‑hardware co‑design,https://zhang-securevision.ncsu.edu,2025-09-05,https://linkedin.com/in/ethanzhang,Design docs; sprint planning; artifact evaluation before submission.,13,10,Dr. Ethan Zhang,P1: HE operator acceleration.; P2: TEE pipeline design.; P3: Edge detection with privacy.,2025; 2024; 2023,https://doi.org/10.0000/ece.zhang.2025a; https://doi.org/10.0000/ece.zhang.2024b; https://doi.org/10.0000/ece.zhang.2023c,HE-Accel for CNNs; TEE Pipelines for Vision; Private Object Detection at the Edge,Secure and private computer vision on embedded GPUs with homomorphic encryption and TEEs.,"[Research Tab] HE acceleration, TEEs, private detection. (Source: https://zhang-securevision.ncsu.edu/research)",https://twitter.com/ZhangSecureVision/status/17190019,https://www.ece.ncsu.edu/people/zhang,Associate Professor
Principal Engineer; Network Engineer,"L. Brown (PhD 2019, Amazon); R. Garcia (PhD 2018, Microsoft Azure)",IEEE Fellow (2016); ACM Distinguished Speaker (2022),akhan@ncsu.edu,ECE,https://ece.ncsu.edu/news/khan-programmable-dataplanes,systems‑at‑scale; practical; collaborative,https://khan-networks.ncsu.edu,2025-09-05,https://linkedin.com/in/aishakhan,Diverse teams; student‑led seminars; external mentors for career guidance.,34,15,Dr. Aisha Khan,P1: Offload microservice logic.; P2: New CC for edge.; P3: Aggregation reduces tail latency.,2025; 2024; 2022,https://doi.org/10.0000/ece.khan.2025a; https://doi.org/10.0000/ece.khan.2024b; https://doi.org/10.0000/ece.khan.2022c,P4 Switch Offload for Microservices; Congestion Control for Edge Clouds; In‑Network Aggregation for Analytics,Computer networks and programmable data planes for low‑latency cloud and edge services.,"[Research Tab] Programmable switches, CC, in‑network compute. (Source: https://khan-networks.ncsu.edu/research)",https://twitter.com/KhanNetworks/status/17200020,https://www.ece.ncsu.edu/people/khan,Professor
Analog Engineer; Biomedical Engineer,"D. White (MS 2024, Abbott); S. Kim (BS 2023, Medtronic)",NSF CAREER (2024),hsousa@ncsu.edu,ECE,https://ece.ncsu.edu/news/sousa-flex-electronics-career,bioelectronics; hands‑on; safety‑first,https://sousa-bioafe.ncsu.edu,2025-09-05,https://linkedin.com/in/helenasousa,Tight design–test loops; shared lab infrastructure; weekly checkpoints.,4,6,Dr. Helena Sousa,P1: Flexible ECG readout.; P2: Bio‑impedance readout.; P3: Noise‑tolerant design.,2025; 2024; 2023,https://doi.org/10.0000/ece.sousa.2025a; https://doi.org/10.0000/ece.sousa.2024b; https://doi.org/10.0000/ece.sousa.2023c,Flexible ECG Front-End; Low‑Power Bio‑Impedance Readout; Noise‑Tolerant Bio‑Sensors,Analog front‑ends for biosensors and wearable health monitors with flexible electronics.,"[Research Tab] Biosensor AFE, flexible electronics. (Source: https://sousa-bioafe.ncsu.edu/research)",https://twitter.com/SousaBioAFE/status/17210021,https://www.ece.ncsu.edu/people/sousa,Assistant Professor
Antenna Engineer; RF Engineer,"R. Thomas (PhD 2021, Lockheed Martin); A. Silva (MS 2022, Northrop Grumman)",AFOSR Young Investigator (2022),oelsayed@ncsu.edu,ECE,https://ece.ncsu.edu/news/elsayed-reconfigurable-antennas,applied EM; prototyping; measurement‑driven,https://elsayed-em.ncsu.edu,2025-09-05,https://linkedin.com/in/omarelsayed,Interdisciplinary teams; shared datasets; quarterly retreats.,11,8,Dr. Omar El-Sayed,P1: Varactor‑tuned metasurfaces.; P2: Compact UWB designs.; P3: Beam steering with low loss.,2025; 2024; 2022,https://doi.org/10.0000/ece.elsayed.2025a; https://doi.org/10.0000/ece.elsayed.2024b; https://doi.org/10.0000/ece.elsayed.2022c,Tunable Metasurfaces for Antennas; Compact UWB Antennas; Reconfigurable Beam Steering,"Electromagnetics, reconfigurable antennas, and metamaterials for compact platforms.","[Research Tab] Metamaterials, antennas, beam steering. (Source: https://elsayed-em.ncsu.edu/research)",https://twitter.com/ElSayedEM/status/17220022,https://www.ece.ncsu.edu/people/elsayed,Associate Professor
Security Engineer; Firmware Engineer,"J. Patel (MS 2024, Qualcomm); L. Green (BS 2023, TI)",NSF CAREER (2023),wzhou@ncsu.edu,ECE,https://ece.ncsu.edu/news/zhou-iot-security-career,security‑minded; embedded; practical,https://zhou-iotsec.ncsu.edu,2025-09-05,https://linkedin.com/in/wenqizhou,Hands‑on demos; student‑led workshops; reproducible artifacts.,6,7,Dr. Wenqi Zhou,P1: Lightweight ciphers for IoT.; P2: TinyML based anomaly detection.; P3: Secure boot for MCUs.,2025; 2024; 2023,https://doi.org/10.0000/ece.zhou.2025a; https://doi.org/10.0000/ece.zhou.2024b; https://doi.org/10.0000/ece.zhou.2023c,Lightweight Crypto for IoT; TinyML Anomaly Detection; Secure Boot for Bare-Metal MCUs,IoT security with lightweight cryptography and anomaly detection on microcontrollers.,"[Research Tab] Lightweight crypto, TinyML anomaly detection. (Source: https://zhou-iotsec.ncsu.edu/research)",https://twitter.com/ZhouIoTSec/status/17230023,https://www.ece.ncsu.edu/people/zhou,Assistant Professor
Staff Engineer; Site Reliability Engineer,"P. White (PhD 2019, Meta); K. O’Neal (PhD 2017, Google)",IEEE Fellow (2015),rmendes@ncsu.edu,ECE,https://ece.ncsu.edu/news/mendes-cloud-systems-feature,systems‑at‑scale; rigorous; industry‑linked,https://mendes-systems.ncsu.edu,2025-09-05,https://linkedin.com/in/rafaelmendes,Large‑scale collaborations; industry sabbaticals; alumni panels.,37,13,Dr. Rafael Mendes,P1: EC for durability and cost.; P2: Predictive failure modeling.; P3: Control for tail latencies.,2025; 2024; 2022,https://doi.org/10.0000/ece.mendes.2025a; https://doi.org/10.0000/ece.mendes.2024b; https://doi.org/10.0000/ece.mendes.2022c,Erasure Coding at Scale; Predictive Failure in Storage; Tail‑Latency Control in Clouds,"Large‑scale distributed systems, storage, and dependable cloud infrastructure.","[Research Tab] Cloud storage, reliability, tail control. (Source: https://mendes-systems.ncsu.edu/research)",https://twitter.com/MendesSystems/status/17240024,https://www.ece.ncsu.edu/people/mendes,Professor
Hardware Engineer; Research Scientist,"G. Patel (PhD 2022, AMD); R. Nguyen (MS 2021, Qualcomm)",NSF CAREER (2019); Sloan Research Fellowship (2021),tbendavid@ncsu.edu,ECE,https://ece.ncsu.edu/news/bendavid-approx-computing,energy‑aware; theory+practice,https://bendavid-approx.ncsu.edu,2025-09-05,https://linkedin.com/in/taliabendavid,Two‑advisor model; reproducible code; collaborative grants.,14,9,Dr. Talia Ben-David,P1: Approximate MAC design.; P2: Training techniques for HW errors.; P3: Tradeoff analysis.,2025; 2024; 2023,https://doi.org/10.0000/ece.bendavid.2025a; https://doi.org/10.0000/ece.bendavid.2024b; https://doi.org/10.0000/ece.bendavid.2023c,Approximate MAC Arrays; Resilient Training for Approximate HW; Energy‑Quality Tradeoffs in ML,Approximate computing and resiliency for energy‑efficient AI accelerators.,"[Research Tab] Approximate compute, resiliency. (Source: https://bendavid-approx.ncsu.edu/research)",https://twitter.com/BenDavidApprox/status/17250025,https://www.ece.ncsu.edu/people/bendavid,Associate Professor
FPGA Engineer; Hardware Engineer,"N. Carter (MS 2024, Xilinx/AMD); I. Gomez (BS 2023, Intel PSG)",NSF CAREER (2024),jblake@ncsu.edu,ECE,https://ece.ncsu.edu/news/blake-hls-award,fpga‑first; build‑and‑measure,https://blake-reconfig.ncsu.edu,2025-09-05,https://linkedin.com/in/jonahblake,Weekly sprint demos; pair programming for FPGA designs.,5,7,Dr. Jonah Blake,P1: HLS templates for streams.; P2: Portability across FPGAs.; P3: Faster PR flows.,2025; 2024; 2023,https://doi.org/10.0000/ece.blake.2025a; https://doi.org/10.0000/ece.blake.2024b; https://doi.org/10.0000/ece.blake.2023c,HLS for Streaming Analytics; Portable FPGA Kernels; Fast Partial Reconfiguration,High‑level synthesis and reconfigurable computing for data analytics accelerators.,"[Research Tab] HLS, FPGA kernels, PR. (Source: https://blake-reconfig.ncsu.edu/research)",https://twitter.com/BlakeReconfig/status/17260026,https://www.ece.ncsu.edu/people/blake,Assistant Professor
